"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 11, 2021","46,735.0","46,795.9","46,795.9","44,229.1","0.00K","-0.13%"
"Jul 10, 2021","46,795.9","46,000.0","46,795.9","44,211.3","-","1.73%"
"Jul 09, 2021","46,000.0","45,298.0","46,000.0","43,951.4","0.00K","1.55%"
"Jul 08, 2021","45,298.0","47,249.9","47,249.9","43,500.2","0.00K","-4.13%"
"Jul 07, 2021","47,249.9","45,808.0","47,250.0","45,512.0","-","3.39%"
"Jul 06, 2021","45,700.0","45,897.9","46,200.0","44,501.0","-","-0.43%"
"Jul 05, 2021","45,897.9","45,505.1","46,499.0","45,505.1","0.00K","0.86%"
"Jul 04, 2021","45,505.1","46,801.1","46,801.1","45,505.1","0.00K","-3.77%"
"Jul 03, 2021","47,288.0","46,048.0","47,288.0","46,048.0","-","2.69%"
"Jul 02, 2021","46,048.0","44,095.2","46,050.0","44,095.2","-","4.43%"
"Jul 01, 2021","44,095.2","47,700.0","47,700.0","44,095.2","0.00K","-7.56%"
"Jun 30, 2021","47,700.0","50,400.0","50,400.0","46,500.1","0.00K","-5.36%"
"Jun 29, 2021","50,400.0","46,100.0","50,400.0","46,100.0","0.00K","9.33%"
"Jun 28, 2021","46,100.0","47,189.0","47,189.0","45,500.0","-","-2.31%"
"Jun 27, 2021","47,189.0","44,000.0","47,189.0","44,000.0","-","7.25%"
"Jun 26, 2021","44,000.0","42,000.0","44,000.0","42,000.0","0.00K","4.76%"
"Jun 25, 2021","42,000.0","48,752.9","48,752.9","42,000.0","0.00K","-13.85%"
"Jun 24, 2021","48,752.9","47,941.0","48,752.9","46,997.0","0.00K","1.69%"
"Jun 23, 2021","47,941.0","44,899.9","47,941.0","44,899.9","0.00K","6.77%"
"Jun 22, 2021","44,899.9","43,999.9","44,899.9","41,501.0","0.00K","2.05%"
"Jun 21, 2021","43,999.9","46,800.5","46,800.5","43,999.9","0.00K","-5.98%"
"Jun 20, 2021","46,800.5","47,001.4","47,001.4","46,800.5","0.00K","-0.43%"
"Jun 19, 2021","47,001.4","49,999.9","49,999.9","47,001.4","-","-6.00%"
"Jun 18, 2021","49,999.9","52,198.0","52,198.0","49,999.9","0.00K","-4.21%"
"Jun 17, 2021","52,198.0","51,505.0","53,198.9","51,505.0","-","1.35%"
"Jun 16, 2021","51,505.0","53,516.1","53,516.1","51,505.0","-","-3.76%"
"Jun 15, 2021","53,516.1","54,786.0","54,786.0","52,952.2","0.00K","-2.32%"
"Jun 14, 2021","54,786.0","51,524.3","54,786.0","51,524.3","0.00K","6.33%"
"Jun 13, 2021","51,524.3","48,999.7","51,524.3","48,999.7","0.00K","5.15%"
"Jun 12, 2021","48,999.7","49,254.3","49,254.3","46,782.1","-","-0.52%"
"Jun 11, 2021","49,254.3","48,741.5","49,254.3","48,741.5","0.00K","1.05%"
"Jun 10, 2021","48,741.5","49,664.9","49,664.9","48,741.5","0.00K","-1.86%"
"Jun 09, 2021","49,664.9","45,410.9","49,664.9","45,410.9","0.00K","9.37%"
"Jun 08, 2021","45,410.9","45,100.0","45,410.9","45,000.0","0.01K","0.69%"
"Jun 07, 2021","45,100.0","49,001.0","49,001.0","45,100.0","0.00K","-7.96%"
"Jun 06, 2021","49,001.0","46,807.0","49,001.0","46,807.0","-","4.69%"
"Jun 05, 2021","46,807.0","49,208.9","49,208.9","46,715.8","0.00K","-4.88%"
"Jun 04, 2021","49,208.9","52,200.0","52,200.0","49,041.9","0.00K","-5.73%"
"Jun 03, 2021","52,200.0","49,846.2","52,200.0","49,846.2","0.00K","4.72%"
"Jun 02, 2021","49,846.2","49,749.0","50,398.0","49,749.0","-","0.20%"
"Jun 01, 2021","49,749.0","49,335.7","49,749.0","49,335.7","0.00K","0.84%"
"May 31, 2021","49,335.7","48,848.0","49,335.7","47,994.0","0.00K","1.00%"
"May 30, 2021","48,848.0","48,248.0","48,848.0","48,248.0","-","1.24%"
"May 29, 2021","48,248.0","51,499.9","51,499.9","48,248.0","0.00K","-6.31%"
